,SalePrice
670,12.063932878369052
1417,12.736700896592344
806,11.816726919301892
831,11.925035115797062
1166,12.41044104151805
1124,12.00701176473192
1155,12.292250341771226
580,12.111212364506214
31,11.914047823644255
210,11.49272275765271
1444,12.098487434850236
186,12.061046873479915
990,12.759957758756611
871,12.20856952572876
995,11.708492248514204
431,11.288531131754366
1254,12.016122061571728
1301,12.086725887897607
812,10.932981961904135
893,12.013700752882718
1455,12.072541252905651
1066,12.089538829274222
219,12.0271851854705
373,11.719939634354555
262,11.925035115797062
110,11.82700601127654
75,11.418614785498987
472,11.904967552746252
547,11.771436160121729
815,12.323411137947407
652,12.160028707028767
1424,11.877568578558138
967,11.813030057420567
1368,11.877568578558138
969,11.84939770159144
384,12.388394202324129
6,12.634603026569334
1448,11.626254150277232
437,11.686878772093667
232,11.456355113481834
913,11.884489021402711
408,12.542544882151386
307,11.401993904262946
663,11.831379196088763
448,11.691071650353702
430,11.355101379776661
202,11.626254150277232
887,11.816726919301892
1125,11.652687407345388
1255,11.755871643580617
577,12.010665849187564
388,12.160028707028767
1149,11.870599909242044
960,11.665646551987892
1353,12.92391243868049
974,12.028738630247258
453,12.254862809699606
1229,11.751942365440728
439,11.608235644774552
287,11.385092093460344
84,12.034691028774553
1385,11.740061037553975
574,11.842229212112828
632,11.320553572322773
1355,12.043553716032399
626,11.848683160653573
597,12.17664898415669
627,11.938193200374572
1024,12.567237494741757
828,12.128111104060462
1371,12.016726473799254
294,12.025749091398891
1292,11.585246126549855
506,12.2783933071098
427,11.59917655301345
1094,11.76756768334381
725,11.699405031912846
1220,11.652687407345388
570,11.867798786962332
841,11.967180737247824
1390,12.367340793126296
728,11.608235644774552
972,11.507912923146684
1332,11.512925464970229
1266,11.711776323715394
923,12.170445467887022
490,11.652687407345388
701,11.84939770159144
1140,11.842229212112828
882,12.089538829274222
684,12.30591798049989
989,12.190959007720126
1010,11.813030057420567
410,11.002099841204238
98,11.326595886778735
291,11.819674600139235
452,12.225875272826354
503,12.57418196709457
160,11.998433280751929
1085,11.898187865760873
713,11.76756768334381
488,11.982929094215963
1392,11.719939634354555
754,11.957611286231675
1020,12.078239274020289
105,12.429216196844383
965,12.09458226949681
1304,11.77528972943772
144,11.736069016284437
847,11.801856756822442
421,12.2783933071098
81,11.941455846009388
916,10.47194980911048
260,12.078239274020289
1183,11.695247021764184
211,12.133501952695338
404,12.031719258385396
91,11.498826540590727
248,12.100712129872347
1325,10.915088464214607
357,11.805595078933049
525,12.078239274020289
1431,11.875830958659597
256,12.24288661865289
840,11.84939770159144
1197,11.877568578558138
1194,11.970350312009105
1241,12.422505731952896
1148,11.66907414746016
1441,11.913712983527281
1333,11.740061037553975
10,11.771436160121729
283,12.407379502235209
199,12.524162674153336
1210,12.14950229404178
737,12.387977448827787
899,11.813030057420567
763,12.727838209334498
445,11.755871643580617
1026,12.028738630247258
47,12.428015476267865
1091,11.982929094215963
396,11.719939634354555
1120,11.681824001432043
1319,11.617285480294472
819,12.319401330837177
55,12.103486056755072
926,12.560244459250788
136,11.870599909242044
1205,12.513189630620563
1080,11.884489021402711
201,12.052338545588132
1347,12.554836882168736
1156,12.100156419938624
843,11.856515169360305
519,12.363076394339839
595,12.672946381766982
1452,11.884489021402711
1280,12.332705296463539
151,12.827729194939907
1023,12.160028707028767
783,12.016726473799254
485,11.898187865760873
59,11.73526869611367
292,11.782952602183288
1165,12.359523080243038
203,11.911701584927597
142,12.01974306733868
24,11.944707881395766
973,12.111761966058932
1206,11.580584113444043
1437,12.885670953244288
95,12.128111104060462
859,12.429216196844383
863,11.794337924408413
168,12.119969946476761
1076,12.043553716032399
459,11.608235644774552
1037,12.567237494741757
545,12.341477282536376
677,11.603679828238693
665,12.348006141418841
1143,11.289781913656018
1394,12.415433652431746
758,12.097373228606832
222,12.100156419938624
181,12.206572520571825
902,12.100712129872347
495,10.460242108190519
884,11.512925464970229
397,12.040608205802641
813,11.969717200243734
187,11.813030057420567
910,11.946654038351252
712,12.14950229404178
284,12.096257779522967
1248,11.771436160121729
299,11.973509872299472
1211,12.007621706806335
1375,12.384218830913648
1133,12.386308695833106
781,12.077670930725649
1317,12.249610947544657
802,12.14950229404178
1296,11.951180395901384
1231,11.794337924408413
561,12.043553716032399
1343,12.083905011555967
9,11.678439903447801
914,12.065274916913605
345,11.850825253582627
419,11.863582336583399
78,11.824079893607152
241,11.612770799939945
891,12.058152515453552
254,11.884489021402711
643,11.931635799828413
795,12.049418835484797
1308,11.898187865760873
246,11.827736204810263
1299,11.944707881395766
1116,12.123234367221169
903,12.388394202324129
1419,12.314927050442256
8,11.77452020265869
976,11.356271654924852
198,11.55214617812351
361,11.884489021402711
1089,12.190959007720126
1409,12.2783933071098
455,12.075394321888057
1122,11.626254150277232
1065,12.70076888736628
498,11.77528972943772
584,11.79810440720389
510,12.01309450854769
1289,12.546109948315882
51,11.648330101976432
637,11.440354772135393
12,11.877568578558138
1009,11.532728092266408
750,11.477298287327077
1095,12.08069081199846
174,12.122691036591123
1453,11.344506813345266
563,12.128111104060462
600,12.524526376648708
507,12.246734627249063
441,11.678439903447801
920,12.211060187041213
855,11.751942365440728
266,12.128111104060462
544,12.09884928474215
1153,11.699405031912846
1136,11.686878772093667
1044,12.535376392672774
719,11.763684183317412
258,12.352335152508426
469,12.138863895836725
1019,12.27134527214637
617,11.566466231898259
1425,11.863582336583399
1030,11.982929094215963
1181,12.8802918162046
267,12.097930486910471
1407,11.626254150277232
329,11.26446410567173
97,11.458997122944673
804,11.678439903447801
651,11.589886506106357
484,11.794337924408413
1318,12.524526376648708
726,12.310432660854417
1175,12.560244459250788
767,11.982929094215963
85,12.468436909997665
516,11.970350312009105
680,11.870599909242044
993,12.066235700342375
878,11.904967552746252
1316,12.596400426884427
1146,12.100712129872347
366,11.976659481202368
836,11.941455846009388
166,12.154779351142624
120,12.100712129872347
1118,11.84939770159144
1139,11.877568578558138
647,11.951180395901384
1222,11.870599909242044
496,12.971540487669746
270,12.491251587763836
1378,11.326595886778735
623,12.034691028774553
172,12.384218830913648
986,11.669929213779893
302,12.230765258120545
1199,11.904967552746252
434,11.302204433654575
820,12.117241431823558
599,11.925035115797062
564,12.498742259492994
328,12.27606501735021
104,12.040608205802641
849,12.138863895836725
1073,11.979799201207037
607,12.323855681186558
1352,11.812289042195847
86,12.066810578196666
1396,11.982929094215963
842,12.071969661006694
794,12.178187442040638
906,12.449018824140563
773,11.648330101976432
44,11.856515169360305
685,12.24288661865289
126,11.759785542901755
139,12.352335152508426
709,11.607326140391713
788,11.588960151246226
1364,11.87862357740665
1287,12.154779351142624
593,11.84939770159144
562,11.589886506106357
586,11.77528972943772
787,12.358793732547838
300,11.964001084330445
1275,11.827736204810263
792,12.50539915757667
630,11.728036844587175
1351,12.049418835484797
744,12.100712129872347
322,12.614865543731012
103,12.200557464842063
605,12.230765258120545
1235,11.841415931849784
1190,12.031719258385396
852,12.007621706806335
426,12.524526376648708
243,11.695247021764184
1366,12.170445467887022
790,11.984178313616395
762,12.279323107269766
703,11.84939770159144
1341,11.951180395901384
1357,11.917723684090689
865,11.908340237224891
449,11.695247021764184
1322,12.154779351142624
1372,12.521977676925694
689,12.17921519136029
715,12.013700752882718
1174,12.384218830913648
888,12.498742259492994
261,12.528156144699286
511,12.219309648562168
970,11.813030057420567
814,11.661345470088502
935,11.288531131754366
531,11.759785542901755
145,11.77528972943772
446,12.154779351142624
890,11.719126295554126
789,12.141534124392603
189,12.56374708980199
529,12.209187788430318
629,12.034691028774553
1446,11.969717200243734
1093,11.891361900690473
1272,11.827736204810263
1017,12.141534124392603
560,11.70766954176274
654,12.765688433465597
655,11.385092093460344
587,11.827736204810263
1212,11.635143097694478
190,12.66032791780777
316,12.468436909997665
204,11.608235644774552
594,11.608235644774552
1427,11.84939770159144
269,11.904967552746252
895,11.84939770159144
1115,12.669806661762314
945,11.73526869611367
1171,12.0015054797889
992,12.138863895836725
546,12.254862809699606
917,11.813030057420567
864,12.431533509799543
409,12.73596533201339
400,12.411052226216713
1223,11.834284063781393
834,11.8490404949436
164,11.931635799828413
49,11.751942365440728
624,12.014609430818936
1384,11.56171562913966
810,12.106252310247962
1150,11.728036844587175
171,12.2783933071098
1077,11.840789327054841
1108,12.106252310247962
697,11.72399643505017
1430,12.16597955196373
975,12.013700752882718
638,11.350406535472453
3,11.84939770159144
905,11.759785542901755
359,12.542544882151386
1128,12.2783933071098
1081,11.79810440720389
1348,12.2783933071098
1293,12.000891794590137
1225,11.884489021402711
467,11.894780707439258
550,11.84939770159144
811,11.881034786534624
609,11.682668239557323
67,12.328290278254423
192,12.165250651009918
603,11.925035115797062
471,12.154779351142624
1281,12.100712129872347
1244,12.345834587905333
808,11.982616545377663
279,12.165250651009918
977,12.205572520488492
206,11.876873892875459
1007,11.385092093460344
29,11.134589024250317
1236,12.075394321888057
169,12.337100907936577
596,11.648365035864053
578,11.891361900690473
896,11.575900264131617
100,12.230765258120545
1314,11.686878772093667
1457,12.493129522588037
134,12.100712129872347
856,11.898187865760873
653,11.813030057420567
413,11.652687407345388
1354,12.367340793126296
377,12.736700896592344
99,11.76718001130949
360,11.957611286231675
500,11.635143097694478
1356,11.608235644774552
1336,11.813030057420567
230,11.904967552746252
822,12.323855681186558
310,12.017330520933296
844,11.94405831982697
679,11.763684183317412
1121,12.26857785088157
1221,11.805595078933049
1040,11.951180395901384
1014,11.688558033613386
1413,12.456831363877356
1367,11.751942365440728
114,12.46651198158808
1075,12.299107511497363
22,12.345834587905333
175,12.400816722322686
1176,11.691071650353702
352,11.461632170582678
74,11.584315461056901
1193,12.013700752882718
460,12.481561937216318
399,12.392552212472792
1288,12.535376392672774
714,11.779128505744886
109,12.154779351142624
1331,11.794337924408413
860,12.154516158615772
1323,11.320553572322773
581,12.442302200392747
94,12.229545001715316
625,11.982929094215963
759,12.577636201962656
1054,12.449018824140563
889,11.915051671812877
791,11.896826395162552
641,12.328290278254423
1307,11.835008964139341
1119,11.803353763090035
249,12.531772785169476
874,11.104957226643945
1262,11.992260421644849
324,12.396693005138824
1005,11.917723684090689
1131,11.44571671527678
